CustomerCode,CustomerTitle,DestinationCategoryTitle,DestinationGroupTitle,Email,ContactNumber,MobileNumber,CreditDays,ISRegistered,STRegistrationNo,AccountCode,AccountTitle,NTN,NationalTitle,RegionTitle,TerritoryTitle,TownTitle,ZoneTitle,Active,Address
521,Shamshuddin tradrs Rawalpindi,distributor,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,islamabad,punjab,Yes,Rawalpindi 
522,Al Huda Ent Gujranwala ,trader,adnan,None@gmail.com,0,0377 8892175,0,Yes,0,101002001,Account Receivable,0,None,None,None,gujranwala,punjab,Yes,Gujranwala 
523,Yousuf Traders Sarghoda,distributor,adil,None@gmail.com,-,-,30,Yes,0,101002001,Account Receivable,-,None,None,None,sarghoda,punjab,Yes,Sarghoda 
524,Agha and Sons Lahore,distributor,adil,None@gmail.com,-,0321 47657212,30,Yes,0,101002001,Account Receivable,-,None,None,None,lahore,punjab,Yes,Lahore 
525,Abdul Manan Okara,distributor,adil,None@gmail.com,-,0321 47657212,30,Yes,0,101002001,Account Receivable,-,None,None,None,Okara,punjab,Yes,Okara
526,Saleem and Sons kotla,distributor,adil,None@gmail.com,-,-,30,Yes,0,101002001,Account Receivable,-,None,None,None,gujrat,punjab,Yes,kotla
527,Shakeel Traders Faisalabad ,distributor,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,faisalabad,punjab,Yes,Faisalabad 
528,Zareen Foods Chaman,trader,adnan,None@gmail.com,0,0093700694843,0,Yes,0,101002001,Account Receivable,0,None,None,None,chaman,baluchistan,Yes,Chaman 
529,Elemensis General Trading LLc  ,exporter,adnan,None@gmail.com,0,03217070557,0,Yes,0,101002001,Account Receivable,0,None,None,None,None,None,Yes,Dubai UAE 
530,Anus Bread Crumbs wastage,trader,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Karachi 
531,wali & Co. scrape,trader,sultan,None@gmail.com,-,-,30,Yes,0,101002001,Account Receivable,-,None,None,None,hub,baluchistan,Yes,None
532,Yousuf Quereshi (Umer)  ,trader,adnan,None@gmail.com,0,0315-3797309,0,Yes,0,101002001,Account Receivable,0,None,None,None,hyderabad,sindh,Yes,Hyderabad 
